gamma,tdxy,zdamping,nbadballs
1.5,2.0,0.8,614
1.5,2.0,0.9,614
1.5,2.0,1.0,614
1.5,2.0,1.1,614
1.5,2.0,1.2000000000000002,612
1.5,2.0,1.3,611
1.5,2.0,1.4000000000000001,613
1.5,2.0,1.5,612
1.5,2.0,1.6,616
1.5,2.0,1.7000000000000002,613
1.5,2.0,1.8,617
1.5,2.0,1.9000000000000001,615
1.5,2.0,2.0,617
1.75,0.1,0.1,584
1.75,0.1,0.2,566
1.75,0.1,0.30000000000000004,557
1.75,0.1,0.4,549
1.75,0.1,0.5,548
1.75,0.1,0.6000000000000001,547
1.75,0.1,0.7000000000000001,547
1.75,0.1,0.8,548
1.75,0.1,0.9,547
1.75,0.1,1.0,547
1.75,0.1,1.1,548
1.75,0.1,1.2000000000000002,549
1.75,0.1,1.3,549
1.75,0.1,1.4000000000000001,549
1.75,0.1,1.5,548
1.75,0.1,1.6,547
1.75,0.1,1.7000000000000002,547
1.75,0.1,1.8,547
1.75,0.1,1.9000000000000001,547
1.75,0.1,2.0,547
1.75,0.2,0.1,600
1.75,0.2,0.2,580
1.75,0.2,0.30000000000000004,576
1.75,0.2,0.4,571
1.75,0.2,0.5,571
1.75,0.2,0.6000000000000001,570
1.75,0.2,0.7000000000000001,567
1.75,0.2,0.8,567
1.75,0.2,0.9,567
1.75,0.2,1.0,565
1.75,0.2,1.1,565
1.75,0.2,1.2000000000000002,566
1.75,0.2,1.3,566
1.75,0.2,1.4000000000000001,566
1.75,0.2,1.5,566
1.75,0.2,1.6,566
1.75,0.2,1.7000000000000002,565
1.75,0.2,1.8,566
1.75,0.2,1.9000000000000001,566
1.75,0.2,2.0,566
1.75,0.30000000000000004,0.1,611
1.75,0.30000000000000004,0.2,593
1.75,0.30000000000000004,0.30000000000000004,588
1.75,0.30000000000000004,0.4,580
1.75,0.30000000000000004,0.5,576
1.75,0.30000000000000004,0.6000000000000001,569
1.75,0.30000000000000004,0.7000000000000001,569
1.75,0.30000000000000004,0.8,568
1.75,0.30000000000000004,0.9,567
1.75,0.30000000000000004,1.0,565
1.75,0.30000000000000004,1.1,567
1.75,0.30000000000000004,1.2000000000000002,566
1.75,0.30000000000000004,1.3,566
1.75,0.30000000000000004,1.4000000000000001,566
1.75,0.30000000000000004,1.5,567
1.75,0.30000000000000004,1.6,566
1.75,0.30000000000000004,1.7000000000000002,566
1.75,0.30000000000000004,1.8,566
1.75,0.30000000000000004,1.9000000000000001,564
1.75,0.30000000000000004,2.0,567
1.75,0.4,0.1,615
1.75,0.4,0.2,598
1.75,0.4,0.30000000000000004,592
1.75,0.4,0.4,591
1.75,0.4,0.5,587
1.75,0.4,0.6000000000000001,583
1.75,0.4,0.7000000000000001,579
1.75,0.4,0.8,576
1.75,0.4,0.9,577
1.75,0.4,1.0,573
1.75,0.4,1.1,575
1.75,0.4,1.2000000000000002,573
1.75,0.4,1.3,572
1.75,0.4,1.4000000000000001,572
1.75,0.4,1.5,572
1.75,0.4,1.6,574
1.75,0.4,1.7000000000000002,574
1.75,0.4,1.8,570
1.75,0.4,1.9000000000000001,575
1.75,0.4,2.0,575
1.75,0.5,0.1,617
1.75,0.5,0.2,608
1.75,0.5,0.30000000000000004,601
1.75,0.5,0.4,597
1.75,0.5,0.5,592
1.75,0.5,0.6000000000000001,591
1.75,0.5,0.7000000000000001,591
1.75,0.5,0.8,589
1.75,0.5,0.9,586
1.75,0.5,1.0,584
1.75,0.5,1.1,584
1.75,0.5,1.2000000000000002,584
1.75,0.5,1.3,583
1.75,0.5,1.4000000000000001,582
1.75,0.5,1.5,582
1.75,0.5,1.6,579
1.75,0.5,1.7000000000000002,580
1.75,0.5,1.8,579
1.75,0.5,1.9000000000000001,580
1.75,0.5,2.0,579
1.75,0.6000000000000001,0.1,618
1.75,0.6000000000000001,0.2,615
1.75,0.6000000000000001,0.30000000000000004,604
1.75,0.6000000000000001,0.4,604
1.75,0.6000000000000001,0.5,599
1.75,0.6000000000000001,0.6000000000000001,598
1.75,0.6000000000000001,0.7000000000000001,597
1.75,0.6000000000000001,0.8,594
1.75,0.6000000000000001,0.9,594
1.75,0.6000000000000001,1.0,592
1.75,0.6000000000000001,1.1,593
1.75,0.6000000000000001,1.2000000000000002,588
1.75,0.6000000000000001,1.3,589
1.75,0.6000000000000001,1.4000000000000001,588
1.75,0.6000000000000001,1.5,587
1.75,0.6000000000000001,1.6,588
1.75,0.6000000000000001,1.7000000000000002,587
1.75,0.6000000000000001,1.8,585
1.75,0.6000000000000001,1.9000000000000001,584
1.75,0.6000000000000001,2.0,586
1.75,0.7000000000000001,0.1,619
1.75,0.7000000000000001,0.2,617
1.75,0.7000000000000001,0.30000000000000004,607
1.75,0.7000000000000001,0.4,606
1.75,0.7000000000000001,0.5,603
1.75,0.7000000000000001,0.6000000000000001,601
1.75,0.7000000000000001,0.7000000000000001,601
1.75,0.7000000000000001,0.8,598
1.75,0.7000000000000001,0.9,596
1.75,0.7000000000000001,1.0,596
1.75,0.7000000000000001,1.1,596
1.75,0.7000000000000001,1.2000000000000002,597
1.75,0.7000000000000001,1.3,596
1.75,0.7000000000000001,1.4000000000000001,592
1.75,0.7000000000000001,1.5,594
1.75,0.7000000000000001,1.6,591
1.75,0.7000000000000001,1.7000000000000002,592
1.75,0.7000000000000001,1.8,594
1.75,0.7000000000000001,1.9000000000000001,593
1.75,0.7000000000000001,2.0,593
1.75,0.8,0.1,620
1.75,0.8,0.2,617
1.75,0.8,0.30000000000000004,616
1.75,0.8,0.4,609
1.75,0.8,0.5,605
1.75,0.8,0.6000000000000001,604
1.75,0.8,0.7000000000000001,602
1.75,0.8,0.8,602
1.75,0.8,0.9,604
1.75,0.8,1.0,601
1.75,0.8,1.1,600
1.75,0.8,1.2000000000000002,599
1.75,0.8,1.3,597
1.75,0.8,1.4000000000000001,599
1.75,0.8,1.5,600
1.75,0.8,1.6,598
1.75,0.8,1.7000000000000002,599
1.75,0.8,1.8,596
1.75,0.8,1.9000000000000001,596
1.75,0.8,2.0,596
1.75,0.9,0.1,619
1.75,0.9,0.2,621
1.75,0.9,0.30000000000000004,617
1.75,0.9,0.4,608
1.75,0.9,0.5,607
1.75,0.9,0.6000000000000001,608
1.75,0.9,0.7000000000000001,603
1.75,0.9,0.8,606
1.75,0.9,0.9,601
1.75,0.9,1.0,603
1.75,0.9,1.1,599
1.75,0.9,1.2000000000000002,598
1.75,0.9,1.3,599
1.75,0.9,1.4000000000000001,598
1.75,0.9,1.5,599
1.75,0.9,1.6,602
1.75,0.9,1.7000000000000002,600
1.75,0.9,1.8,599
1.75,0.9,1.9000000000000001,600
1.75,0.9,2.0,598
1.75,1.0,0.1,619
1.75,1.0,0.2,622
1.75,1.0,0.30000000000000004,618
1.75,1.0,0.4,609
1.75,1.0,0.5,608
1.75,1.0,0.6000000000000001,608
1.75,1.0,0.7000000000000001,606
1.75,1.0,0.8,604
1.75,1.0,0.9,602
1.75,1.0,1.0,604
1.75,1.0,1.1,603
1.75,1.0,1.2000000000000002,600
1.75,1.0,1.3,600
1.75,1.0,1.4000000000000001,601
1.75,1.0,1.5,603
1.75,1.0,1.6,605
1.75,1.0,1.7000000000000002,603
1.75,1.0,1.8,603
1.75,1.0,1.9000000000000001,603
1.75,1.0,2.0,604
1.75,1.1,0.1,619
1.75,1.1,0.2,622
1.75,1.1,0.30000000000000004,619
1.75,1.1,0.4,614
1.75,1.1,0.5,609
1.75,1.1,0.6000000000000001,609
1.75,1.1,0.7000000000000001,606
1.75,1.1,0.8,609
1.75,1.1,0.9,606
1.75,1.1,1.0,608
1.75,1.1,1.1,603
1.75,1.1,1.2000000000000002,605
1.75,1.1,1.3,607
1.75,1.1,1.4000000000000001,603
1.75,1.1,1.5,608
1.75,1.1,1.6,604
1.75,1.1,1.7000000000000002,603
1.75,1.1,1.8,604
1.75,1.1,1.9000000000000001,603
1.75,1.1,2.0,604
1.75,1.2000000000000002,0.1,620
1.75,1.2000000000000002,0.2,623
1.75,1.2000000000000002,0.30000000000000004,620
1.75,1.2000000000000002,0.4,615
1.75,1.2000000000000002,0.5,611
1.75,1.2000000000000002,0.6000000000000001,608
1.75,1.2000000000000002,0.7000000000000001,608
1.75,1.2000000000000002,0.8,608
1.75,1.2000000000000002,0.9,609
1.75,1.2000000000000002,1.0,606
1.75,1.2000000000000002,1.1,606
1.75,1.2000000000000002,1.2000000000000002,606
1.75,1.2000000000000002,1.3,605
1.75,1.2000000000000002,1.4000000000000001,608
1.75,1.2000000000000002,1.5,604
1.75,1.2000000000000002,1.6,603
1.75,1.2000000000000002,1.7000000000000002,607
1.75,1.2000000000000002,1.8,607
1.75,1.2000000000000002,1.9000000000000001,603
1.75,1.2000000000000002,2.0,605
1.75,1.3,0.1,619
1.75,1.3,0.2,624
1.75,1.3,0.30000000000000004,618
1.75,1.3,0.4,618
1.75,1.3,0.5,614
1.75,1.3,0.6000000000000001,613
1.75,1.3,0.7000000000000001,609
1.75,1.3,0.8,607
1.75,1.3,0.9,606
1.75,1.3,1.0,607
1.75,1.3,1.1,606
1.75,1.3,1.2000000000000002,605
1.75,1.3,1.3,604
1.75,1.3,1.4000000000000001,608
1.75,1.3,1.5,607
1.75,1.3,1.6,609
1.75,1.3,1.7000000000000002,610
1.75,1.3,1.8,608
1.75,1.3,1.9000000000000001,607
1.75,1.3,2.0,609
1.75,1.4000000000000001,0.1,619
1.75,1.4000000000000001,0.2,622
1.75,1.4000000000000001,0.30000000000000004,619
1.75,1.4000000000000001,0.4,619
1.75,1.4000000000000001,0.5,613
1.75,1.4000000000000001,0.6000000000000001,609
1.75,1.4000000000000001,0.7000000000000001,609
1.75,1.4000000000000001,0.8,610
1.75,1.4000000000000001,0.9,607
1.75,1.4000000000000001,1.0,608
1.75,1.4000000000000001,1.1,607
1.75,1.4000000000000001,1.2000000000000002,609
1.75,1.4000000000000001,1.3,607
1.75,1.4000000000000001,1.4000000000000001,609
1.75,1.4000000000000001,1.5,605
1.75,1.4000000000000001,1.6,607
1.75,1.4000000000000001,1.7000000000000002,611
1.75,1.4000000000000001,1.8,608
1.75,1.4000000000000001,1.9000000000000001,609
1.75,1.4000000000000001,2.0,609
1.75,1.5,0.1,620
1.75,1.5,0.2,623
1.75,1.5,0.30000000000000004,623
1.75,1.5,0.4,619
1.75,1.5,0.5,613
1.75,1.5,0.6000000000000001,613
1.75,1.5,0.7000000000000001,608
1.75,1.5,0.8,610
1.75,1.5,0.9,609
1.75,1.5,1.0,608
1.75,1.5,1.1,610
1.75,1.5,1.2000000000000002,611
1.75,1.5,1.3,610
1.75,1.5,1.4000000000000001,607
1.75,1.5,1.5,608
1.75,1.5,1.6,607
1.75,1.5,1.7000000000000002,607
1.75,1.5,1.8,607
1.75,1.5,1.9000000000000001,611
1.75,1.5,2.0,612
1.75,1.6,0.1,622
1.75,1.6,0.2,624
1.75,1.6,0.30000000000000004,624
1.75,1.6,0.4,621
1.75,1.6,0.5,614
1.75,1.6,0.6000000000000001,617
1.75,1.6,0.7000000000000001,611
1.75,1.6,0.8,610
1.75,1.6,0.9,613
1.75,1.6,1.0,611
1.75,1.6,1.1,610
1.75,1.6,1.2000000000000002,609
1.75,1.6,1.3,609
1.75,1.6,1.4000000000000001,609
1.75,1.6,1.5,610
1.75,1.6,1.6,609
1.75,1.6,1.7000000000000002,612
1.75,1.6,1.8,611
1.75,1.6,1.9000000000000001,609
1.75,1.6,2.0,612
1.75,1.7000000000000002,0.1,621
1.75,1.7000000000000002,0.2,623
1.75,1.7000000000000002,0.30000000000000004,624
1.75,1.7000000000000002,0.4,619
1.75,1.7000000000000002,0.5,617
1.75,1.7000000000000002,0.6000000000000001,615
1.75,1.7000000000000002,0.7000000000000001,614
1.75,1.7000000000000002,0.8,611
1.75,1.7000000000000002,0.9,613
1.75,1.7000000000000002,1.0,611
1.75,1.7000000000000002,1.1,611
1.75,1.7000000000000002,1.2000000000000002,609
1.75,1.7000000000000002,1.3,610
1.75,1.7000000000000002,1.4000000000000001,612
1.75,1.7000000000000002,1.5,609
1.75,1.7000000000000002,1.6,612
1.75,1.7000000000000002,1.7000000000000002,609
1.75,1.7000000000000002,1.8,612
1.75,1.7000000000000002,1.9000000000000001,608
1.75,1.7000000000000002,2.0,612
1.75,1.8,0.1,621
1.75,1.8,0.2,625
1.75,1.8,0.30000000000000004,626
1.75,1.8,0.4,620
1.75,1.8,0.5,619
1.75,1.8,0.6000000000000001,618
1.75,1.8,0.7000000000000001,616
1.75,1.8,0.8,613
1.75,1.8,0.9,613
1.75,1.8,1.0,614
1.75,1.8,1.1,611
1.75,1.8,1.2000000000000002,610
1.75,1.8,1.3,611
1.75,1.8,1.4000000000000001,614
1.75,1.8,1.5,613
1.75,1.8,1.6,614
1.75,1.8,1.7000000000000002,613
1.75,1.8,1.8,614
1.75,1.8,1.9000000000000001,616
1.75,1.8,2.0,615
1.75,1.9000000000000001,0.1,620
1.75,1.9000000000000001,0.2,625
1.75,1.9000000000000001,0.30000000000000004,627
1.75,1.9000000000000001,0.4,622
1.75,1.9000000000000001,0.5,619
1.75,1.9000000000000001,0.6000000000000001,618
1.75,1.9000000000000001,0.7000000000000001,615
1.75,1.9000000000000001,0.8,614
1.75,1.9000000000000001,0.9,612
1.75,1.9000000000000001,1.0,612
1.75,1.9000000000000001,1.1,614
1.75,1.9000000000000001,1.2000000000000002,614
1.75,1.9000000000000001,1.3,613
1.75,1.9000000000000001,1.4000000000000001,612
1.75,1.9000000000000001,1.5,614
1.75,1.9000000000000001,1.6,615
1.75,1.9000000000000001,1.7000000000000002,616
1.75,1.9000000000000001,1.8,614
1.75,1.9000000000000001,1.9000000000000001,614
1.75,1.9000000000000001,2.0,615
1.75,2.0,0.1,624
1.75,2.0,0.2,627
1.75,2.0,0.30000000000000004,625
1.75,2.0,0.4,623
1.75,2.0,0.5,620
1.75,2.0,0.6000000000000001,621
1.75,2.0,0.7000000000000001,616
1.75,2.0,0.8,613
1.75,2.0,0.9,613
1.75,2.0,1.0,615
1.75,2.0,1.1,616
1.75,2.0,1.2000000000000002,610
1.75,2.0,1.3,613
1.75,2.0,1.4000000000000001,614
1.75,2.0,1.5,614
1.75,2.0,1.6,615
1.75,2.0,1.7000000000000002,618
1.75,2.0,1.8,618
1.75,2.0,1.9000000000000001,616
1.75,2.0,2.0,616
2.0,0.1,0.1,589
2.0,0.1,0.2,568
2.0,0.1,0.30000000000000004,555
2.0,0.1,0.4,549
2.0,0.1,0.5,548
2.0,0.1,0.6000000000000001,548
2.0,0.1,0.7000000000000001,548
2.0,0.1,0.8,548
2.0,0.1,0.9,548
2.0,0.1,1.0,547
2.0,0.1,1.1,548
2.0,0.1,1.2000000000000002,548
2.0,0.1,1.3,547
2.0,0.1,1.4000000000000001,547
2.0,0.1,1.5,548
2.0,0.1,1.6,548
2.0,0.1,1.7000000000000002,546
2.0,0.1,1.8,546
2.0,0.1,1.9000000000000001,546
2.0,0.1,2.0,546
2.0,0.2,0.1,602
2.0,0.2,0.2,582
2.0,0.2,0.30000000000000004,578
2.0,0.2,0.4,572
2.0,0.2,0.5,571
2.0,0.2,0.6000000000000001,569
2.0,0.2,0.7000000000000001,569
2.0,0.2,0.8,568
2.0,0.2,0.9,568
2.0,0.2,1.0,567
2.0,0.2,1.1,567
2.0,0.2,1.2000000000000002,567
2.0,0.2,1.3,567
2.0,0.2,1.4000000000000001,566
2.0,0.2,1.5,566
2.0,0.2,1.6,565
2.0,0.2,1.7000000000000002,566
2.0,0.2,1.8,566
2.0,0.2,1.9000000000000001,566
2.0,0.2,2.0,566
2.0,0.30000000000000004,0.1,612
2.0,0.30000000000000004,0.2,596
2.0,0.30000000000000004,0.30000000000000004,588
2.0,0.30000000000000004,0.4,583
2.0,0.30000000000000004,0.5,578
2.0,0.30000000000000004,0.6000000000000001,573
2.0,0.30000000000000004,0.7000000000000001,568
2.0,0.30000000000000004,0.8,567
2.0,0.30000000000000004,0.9,566
2.0,0.30000000000000004,1.0,565
2.0,0.30000000000000004,1.1,565
2.0,0.30000000000000004,1.2000000000000002,565
2.0,0.30000000000000004,1.3,566
2.0,0.30000000000000004,1.4000000000000001,565
2.0,0.30000000000000004,1.5,566
2.0,0.30000000000000004,1.6,567
2.0,0.30000000000000004,1.7000000000000002,566
2.0,0.30000000000000004,1.8,565
2.0,0.30000000000000004,1.9000000000000001,565
2.0,0.30000000000000004,2.0,565
2.0,0.4,0.1,618
2.0,0.4,0.2,598
2.0,0.4,0.30000000000000004,592
2.0,0.4,0.4,591
2.0,0.4,0.5,589
2.0,0.4,0.6000000000000001,587
2.0,0.4,0.7000000000000001,582
2.0,0.4,0.8,579
2.0,0.4,0.9,577
2.0,0.4,1.0,576
2.0,0.4,1.1,575
2.0,0.4,1.2000000000000002,574
2.0,0.4,1.3,573
2.0,0.4,1.4000000000000001,575
2.0,0.4,1.5,572
2.0,0.4,1.6,572
2.0,0.4,1.7000000000000002,573
2.0,0.4,1.8,573
2.0,0.4,1.9000000000000001,572
2.0,0.4,2.0,573
2.0,0.5,0.1,618
2.0,0.5,0.2,611
2.0,0.5,0.30000000000000004,602
2.0,0.5,0.4,599
2.0,0.5,0.5,592
2.0,0.5,0.6000000000000001,594
2.0,0.5,0.7000000000000001,592
2.0,0.5,0.8,590
2.0,0.5,0.9,589
2.0,0.5,1.0,586
2.0,0.5,1.1,584
2.0,0.5,1.2000000000000002,583
2.0,0.5,1.3,583
2.0,0.5,1.4000000000000001,582
2.0,0.5,1.5,583
2.0,0.5,1.6,583
2.0,0.5,1.7000000000000002,583
2.0,0.5,1.8,585
2.0,0.5,1.9000000000000001,581
2.0,0.5,2.0,584
2.0,0.6000000000000001,0.1,619
2.0,0.6000000000000001,0.2,616
2.0,0.6000000000000001,0.30000000000000004,606
2.0,0.6000000000000001,0.4,604
2.0,0.6000000000000001,0.5,600
2.0,0.6000000000000001,0.6000000000000001,598
2.0,0.6000000000000001,0.7000000000000001,598
2.0,0.6000000000000001,0.8,596
2.0,0.6000000000000001,0.9,594
2.0,0.6000000000000001,1.0,594
2.0,0.6000000000000001,1.1,592
2.0,0.6000000000000001,1.2000000000000002,592
2.0,0.6000000000000001,1.3,591
2.0,0.6000000000000001,1.4000000000000001,588
2.0,0.6000000000000001,1.5,590
2.0,0.6000000000000001,1.6,587
2.0,0.6000000000000001,1.7000000000000002,590
2.0,0.6000000000000001,1.8,588
2.0,0.6000000000000001,1.9000000000000001,587
2.0,0.6000000000000001,2.0,589
2.0,0.7000000000000001,0.1,618
2.0,0.7000000000000001,0.2,617
2.0,0.7000000000000001,0.30000000000000004,616
2.0,0.7000000000000001,0.4,605
2.0,0.7000000000000001,0.5,603
2.0,0.7000000000000001,0.6000000000000001,604
2.0,0.7000000000000001,0.7000000000000001,599
2.0,0.7000000000000001,0.8,602
2.0,0.7000000000000001,0.9,597
2.0,0.7000000000000001,1.0,595
2.0,0.7000000000000001,1.1,597
2.0,0.7000000000000001,1.2000000000000002,597
2.0,0.7000000000000001,1.3,597
2.0,0.7000000000000001,1.4000000000000001,592
2.0,0.7000000000000001,1.5,595
2.0,0.7000000000000001,1.6,593
2.0,0.7000000000000001,1.7000000000000002,592
2.0,0.7000000000000001,1.8,595
2.0,0.7000000000000001,1.9000000000000001,594
2.0,0.7000000000000001,2.0,594
2.0,0.8,0.1,618
2.0,0.8,0.2,618
2.0,0.8,0.30000000000000004,619
2.0,0.8,0.4,610
2.0,0.8,0.5,606
2.0,0.8,0.6000000000000001,607
2.0,0.8,0.7000000000000001,605
2.0,0.8,0.8,601
2.0,0.8,0.9,602
2.0,0.8,1.0,600
2.0,0.8,1.1,598
2.0,0.8,1.2000000000000002,597
2.0,0.8,1.3,601
2.0,0.8,1.4000000000000001,598
2.0,0.8,1.5,599
2.0,0.8,1.6,598
2.0,0.8,1.7000000000000002,597
2.0,0.8,1.8,596
2.0,0.8,1.9000000000000001,597
2.0,0.8,2.0,599
2.0,0.9,0.1,620
2.0,0.9,0.2,622
2.0,0.9,0.30000000000000004,618
2.0,0.9,0.4,610
2.0,0.9,0.5,608
2.0,0.9,0.6000000000000001,606
2.0,0.9,0.7000000000000001,607
2.0,0.9,0.8,606
2.0,0.9,0.9,605
2.0,0.9,1.0,602
2.0,0.9,1.1,601
2.0,0.9,1.2000000000000002,601
2.0,0.9,1.3,602
2.0,0.9,1.4000000000000001,600
2.0,0.9,1.5,600
2.0,0.9,1.6,600
2.0,0.9,1.7000000000000002,600
2.0,0.9,1.8,603
2.0,0.9,1.9000000000000001,601
2.0,0.9,2.0,602
2.0,1.0,0.1,619
2.0,1.0,0.2,621
2.0,1.0,0.30000000000000004,621
2.0,1.0,0.4,615
2.0,1.0,0.5,609
2.0,1.0,0.6000000000000001,607
2.0,1.0,0.7000000000000001,609
2.0,1.0,0.8,606
2.0,1.0,0.9,604
2.0,1.0,1.0,602
2.0,1.0,1.1,604
2.0,1.0,1.2000000000000002,604
2.0,1.0,1.3,602
2.0,1.0,1.4000000000000001,603
2.0,1.0,1.5,602
2.0,1.0,1.6,599
2.0,1.0,1.7000000000000002,602
2.0,1.0,1.8,604
2.0,1.0,1.9000000000000001,604
2.0,1.0,2.0,604
2.0,1.1,0.1,620
2.0,1.1,0.2,622
2.0,1.1,0.30000000000000004,617
2.0,1.1,0.4,618
2.0,1.1,0.5,612
2.0,1.1,0.6000000000000001,605
2.0,1.1,0.7000000000000001,607
2.0,1.1,0.8,608
2.0,1.1,0.9,608
2.0,1.1,1.0,605
2.0,1.1,1.1,604
2.0,1.1,1.2000000000000002,605
2.0,1.1,1.3,605
2.0,1.1,1.4000000000000001,605
2.0,1.1,1.5,605
2.0,1.1,1.6,606
2.0,1.1,1.7000000000000002,606
2.0,1.1,1.8,601
2.0,1.1,1.9000000000000001,605
2.0,1.1,2.0,606
2.0,1.2000000000000002,0.1,618
2.0,1.2000000000000002,0.2,621
2.0,1.2000000000000002,0.30000000000000004,619
2.0,1.2000000000000002,0.4,614
2.0,1.2000000000000002,0.5,613
2.0,1.2000000000000002,0.6000000000000001,608
2.0,1.2000000000000002,0.7000000000000001,607
2.0,1.2000000000000002,0.8,606
2.0,1.2000000000000002,0.9,606
2.0,1.2000000000000002,1.0,607
2.0,1.2000000000000002,1.1,606
2.0,1.2000000000000002,1.2000000000000002,606
2.0,1.2000000000000002,1.3,606
2.0,1.2000000000000002,1.4000000000000001,604
2.0,1.2000000000000002,1.5,601
2.0,1.2000000000000002,1.6,604
2.0,1.2000000000000002,1.7000000000000002,607
2.0,1.2000000000000002,1.8,606
2.0,1.2000000000000002,1.9000000000000001,608
2.0,1.2000000000000002,2.0,606
2.0,1.3,0.1,618
2.0,1.3,0.2,623
2.0,1.3,0.30000000000000004,622
2.0,1.3,0.4,617
2.0,1.3,0.5,613
2.0,1.3,0.6000000000000001,612
2.0,1.3,0.7000000000000001,610
2.0,1.3,0.8,608
2.0,1.3,0.9,611
2.0,1.3,1.0,607
2.0,1.3,1.1,606
2.0,1.3,1.2000000000000002,607
2.0,1.3,1.3,607
2.0,1.3,1.4000000000000001,608
2.0,1.3,1.5,608
2.0,1.3,1.6,607
2.0,1.3,1.7000000000000002,605
2.0,1.3,1.8,608
2.0,1.3,1.9000000000000001,606
2.0,1.3,2.0,608
2.0,1.4000000000000001,0.1,618
2.0,1.4000000000000001,0.2,624
2.0,1.4000000000000001,0.30000000000000004,620
2.0,1.4000000000000001,0.4,620
2.0,1.4000000000000001,0.5,617
2.0,1.4000000000000001,0.6000000000000001,614
2.0,1.4000000000000001,0.7000000000000001,609
2.0,1.4000000000000001,0.8,610
2.0,1.4000000000000001,0.9,611
2.0,1.4000000000000001,1.0,608
2.0,1.4000000000000001,1.1,608
2.0,1.4000000000000001,1.2000000000000002,608
2.0,1.4000000000000001,1.3,608
2.0,1.4000000000000001,1.4000000000000001,609
2.0,1.4000000000000001,1.5,607
2.0,1.4000000000000001,1.6,610
2.0,1.4000000000000001,1.7000000000000002,610
2.0,1.4000000000000001,1.8,609
2.0,1.4000000000000001,1.9000000000000001,610
2.0,1.4000000000000001,2.0,610
2.0,1.5,0.1,620
2.0,1.5,0.2,623
2.0,1.5,0.30000000000000004,622
2.0,1.5,0.4,619
2.0,1.5,0.5,617
2.0,1.5,0.6000000000000001,616
2.0,1.5,0.7000000000000001,611
2.0,1.5,0.8,613
2.0,1.5,0.9,609
2.0,1.5,1.0,608
2.0,1.5,1.1,608
2.0,1.5,1.2000000000000002,608
2.0,1.5,1.3,610
2.0,1.5,1.4000000000000001,606
2.0,1.5,1.5,612
2.0,1.5,1.6,612
2.0,1.5,1.7000000000000002,611
2.0,1.5,1.8,608
2.0,1.5,1.9000000000000001,612
2.0,1.5,2.0,612
2.0,1.6,0.1,621
2.0,1.6,0.2,624
2.0,1.6,0.30000000000000004,623
2.0,1.6,0.4,621
2.0,1.6,0.5,619
2.0,1.6,0.6000000000000001,615
2.0,1.6,0.7000000000000001,610
2.0,1.6,0.8,614
2.0,1.6,0.9,611
2.0,1.6,1.0,612
2.0,1.6,1.1,607
2.0,1.6,1.2000000000000002,609
2.0,1.6,1.3,609
2.0,1.6,1.4000000000000001,613
2.0,1.6,1.5,611
2.0,1.6,1.6,612
2.0,1.6,1.7000000000000002,610
2.0,1.6,1.8,612
2.0,1.6,1.9000000000000001,611
2.0,1.6,2.0,613
2.0,1.7000000000000002,0.1,621
2.0,1.7000000000000002,0.2,624
2.0,1.7000000000000002,0.30000000000000004,624
2.0,1.7000000000000002,0.4,621
2.0,1.7000000000000002,0.5,618
2.0,1.7000000000000002,0.6000000000000001,617
2.0,1.7000000000000002,0.7000000000000001,616
2.0,1.7000000000000002,0.8,611
2.0,1.7000000000000002,0.9,611
2.0,1.7000000000000002,1.0,614
2.0,1.7000000000000002,1.1,612
2.0,1.7000000000000002,1.2000000000000002,611
2.0,1.7000000000000002,1.3,611
2.0,1.7000000000000002,1.4000000000000001,614
2.0,1.7000000000000002,1.5,614
2.0,1.7000000000000002,1.6,613
2.0,1.7000000000000002,1.7000000000000002,612
2.0,1.7000000000000002,1.8,614
2.0,1.7000000000000002,1.9000000000000001,611
2.0,1.7000000000000002,2.0,611
2.0,1.8,0.1,621
2.0,1.8,0.2,628
2.0,1.8,0.30000000000000004,624
2.0,1.8,0.4,621
2.0,1.8,0.5,619
2.0,1.8,0.6000000000000001,617
2.0,1.8,0.7000000000000001,618
2.0,1.8,0.8,618
2.0,1.8,0.9,614
2.0,1.8,1.0,614
2.0,1.8,1.1,614
2.0,1.8,1.2000000000000002,614
2.0,1.8,1.3,614
2.0,1.8,1.4000000000000001,613
2.0,1.8,1.5,610
2.0,1.8,1.6,614
2.0,1.8,1.7000000000000002,615
2.0,1.8,1.8,615
2.0,1.8,1.9000000000000001,613
2.0,1.8,2.0,614
2.0,1.9000000000000001,0.1,622
2.0,1.9000000000000001,0.2,626
2.0,1.9000000000000001,0.30000000000000004,627
2.0,1.9000000000000001,0.4,623
2.0,1.9000000000000001,0.5,620
2.0,1.9000000000000001,0.6000000000000001,618
2.0,1.9000000000000001,0.7000000000000001,616
2.0,1.9000000000000001,0.8,618
2.0,1.9000000000000001,0.9,617
2.0,1.9000000000000001,1.0,614
2.0,1.9000000000000001,1.1,610
2.0,1.9000000000000001,1.2000000000000002,612
2.0,1.9000000000000001,1.3,612
2.0,1.9000000000000001,1.4000000000000001,615
2.0,1.9000000000000001,1.5,617
2.0,1.9000000000000001,1.6,617
2.0,1.9000000000000001,1.7000000000000002,617
2.0,1.9000000000000001,1.8,615
2.0,1.9000000000000001,1.9000000000000001,619
2.0,1.9000000000000001,2.0,618
2.0,2.0,0.1,623
2.0,2.0,0.2,627
2.0,2.0,0.30000000000000004,625
2.0,2.0,0.4,621
2.0,2.0,0.5,622
